"";"SA2_NAME16";"SA3_CODE16";"x"
"1662";"Pialba - Eli Waters";"31904";36,5836228732224
"1663";"Picton - Tahmoor - Buxton";"12303";39,8627669317111
"1664";"Pimpama";"30907";28,108731610271
"1665";"Pinjarra";"50201";31,8879294214743
"1666";"Pinjarra Hills - Pullenvale";"30402";50,7533854261245
"1667";"Pioneer Valley";"31202";39,2731423667941
"1668";"Pitt Town - McGraths Hill";"11504";48,5969334173877
"1669";"Pittsworth";"30702";39,9145646337756
"1670";"Plantagenet";"50901";37,7498364112703
"1671";"Plenty - Yarrambat";"20903";37,3806818933029
"1672";"Plympton";"40403";48,410918604435
"1673";"Point Clare - Koolewong";"10201";47,6112742637238
"1674";"Point Cook - East";"21305";29,7928403125757
"1675";"Point Cook - North";"21305";41,9731082375819
"1676";"Point Cook - South";"21305";45,2903770176914
"1677";"Point Lonsdale - Queenscliff";"20303";29,2881890096676
"1678";"Point Nepean";"21402";36,2150811260737
"1679";"Point Vernon";"31904";30,5176727882077
"1680";"Pooraka - Cavan";"40204";53,9946996445287
"1681";"Port Adelaide";"40402";29,7294502536365
"1682";"Port Augusta";"40602";33,6051776584215
"1683";"Port Botany Industrial";"11701";47,1633683320877
"1684";"Port Douglas";"30604";37,2670272612154
"1685";"Port Hedland";"51002";27,594994228425
"1686";"Port Kembla - Warrawong";"10701";47,2422969339968
"1687";"Port Kembla Industrial";"10701";41,6442437650494
"1688";"Port Kennedy";"50705";38,9456352418803
"1689";"Port Lincoln";"40601";48,9511707125546
"1690";"Port Macquarie - East";"10804";46,0619764179207
"1691";"Port Macquarie - West";"10804";29,4894006146717
"1692";"Port Macquarie Region";"10804";51,6634290332148
"1693";"Port Melbourne";"20605";52,5421809153228
"1694";"Port Melbourne Industrial";"20605";41,7446561579705
"1695";"Port Pirie";"40503";45,4252540469646
"1696";"Port Pirie Region";"40503";31,4385814963877
"1697";"Port Sorell";"60402";30,9126657958776
"1698";"Portarlington";"20303";38,4563915608201
"1699";"Portland";"21701";65,99
"1700";"Potts Point - Woolloomooloo";"11703";47,9530616054181
"1701";"Pottsville";"11203";43,3717908950697
"1702";"Prahran - Windsor";"20606";28,5398563700376
"1703";"Preston - East";"20902";52,1045880536053
"1704";"Preston - West";"20902";47,6637658384323
"1705";"Prestons - Edmondson Park";"12703";48,6231648911368
"1706";"Proserpine";"31203";41,2583990857895
"1707";"Prospect";"40106";51,3548736981217
"1708";"Prospect Reservoir";"11603";29,6957589829765
"1709";"Prospect Vale - Blackstone";"60201";46,5188558589605
"1710";"Punchbowl";"11902";52,93869212838
"1711";"Putney";"12602";49,3328314974389
"1712";"Pymble";"12103";37,422475691174
"1713";"Pyrmont - Ultimo";"11703";42,7609362175771
"1714";"Quakers Hill";"11602";49,0561119356673
"1715";"Queanbeyan";"10102";28,4754723148905
"1716";"Queanbeyan - East";"10102";31,7025691457525
"1717";"Queanbeyan Region";"10102";33,4484897678761
"1718";"Queanbeyan West - Jerrabomberra";"10102";49,9398305603383
"1719";"Quirindi";"11004";29,5325292745564
"1720";"Quoiba - Spreyton";"60402";42,2723744357944
"1721";"Quorn - Lake Gilles";"40602";27,1423465191157
"1722";"Raceview";"31003";36,6172229320169
"1723";"Randwick - North";"11802";46,4919783086168
"1724";"Randwick - South";"11802";36,4057822393771
"1725";"Rangeville";"31701";41,9672089040491
"1726";"Rapid Creek";"70102";47,6158737476595
"1727";"Ravenswood";"60201";46,8145095419864
"1728";"Raymond Terrace";"10603";28,8680406843532
"1729";"Red Cliffs";"21502";27,9578327001191
"1730";"Red Hill (ACT)";"80106";29,1635851306232
"1731";"Red Hill (Qld)";"30504";33,0421524864143
"1732";"Redbank Plains";"31004";27,7907690278968
"1733";"Redcliffe";"31305";27,0943771452523
"1734";"Redfern - Chippendale";"11703";36,9045240325965
"1735";"Redhead";"11101";39,2216686671866
"1736";"Redland Bay";"30102";36,6379486430362
"1737";"Redland Islands";"30102";41,0186539268877
"1738";"Redlynch";"30601";53,4030227054106
"1739";"Redwood Park";"40205";43,1431627206102
"1740";"Reedy Creek - Andrews";"30905";36,3771191209609
"1741";"Regents Park";"12501";53,0850644430906
"1742";"Regents Park - Heritage Park";"31103";44,8829795202044
"1743";"Reid";"80105";33,621361676868
"1744";"Renmark";"40703";50,9932102283876
"1745";"Renmark Region";"40703";44,6465999384692
"1746";"Research - North Warrandyte";"20903";41,8755785359328
"1747";"Reservoir - East";"20902";35,8847904534938
"1748";"Reservoir - West";"20902";43,7180085581468
"1749";"Revesby";"11901";34,0667486535539
"1750";"Reynella";"40304";45,4654126058635
"1751";"Richardson";"80107";43,2076111404881
"1752";"Richmond - Clarendon";"12404";43,0140996306837
"1753";"Richmond (SA)";"40403";50,1699833697477
"1754";"Richmond (Vic.)";"20607";49
"1755";"Riddells Creek";"21002";42,3080039258019
"1756";"Ringwood";"21103";48,7067995532138
"1757";"Ringwood East";"21103";52,4151975429476
"1758";"Ringwood North";"21103";39,8974787608073
"1759";"Ripley";"31003";53,5859807509065
"1760";"Risdon Vale";"60102";45,3049821417492
"1761";"Riverhills";"30401";51,0761968324973
"1762";"Riverside";"60201";30,9928563943564
"1763";"Riverstone - Marsden Park";"11602";29,9050644483755
"1764";"Riverton - Shelley - Rossmoyne";"50603";29,9559981002284
"1765";"Rivervale - Kewdale - Cloverdale";"50602";27,6778260269383
"1766";"Riverview";"31003";37,4426019761062
"1767";"Riverwood";"11903";51,6643105460429
"1768";"Rivett";"80108";51,9623272652447
"1769";"Robertson";"30304";49,7730583555174
"1770";"Robertson - Fitzroy Falls";"11402";28,3748260944185
"1771";"Robina";"30908";27,4665903592214
"1772";"Robinvale";"21503";42,6737142877353
"1773";"Rochedale - Burbank";"30303";44,2113811003773
"1774";"Rochedale South - Priestdale";"31106";43,6440944665467
"1775";"Rochester";"21601";39,9874000058062
"1776";"Rockbank - Mount Cottrell";"21304";42,6259290448658
"1777";"Rockdale - Banksia";"11904";51,2622095831766
"1778";"Rockhampton - West";"30803";43,2405727942257
"1779";"Rockhampton City";"30803";48,7786418280587
"1780";"Rockhampton Region - East";"30803";28,9433812448053
"1781";"Rockhampton Region - North";"30803";51,5875103052078
"1782";"Rockhampton Region - West";"30803";33,3662474115238
"1783";"Rockingham";"50705";47,2653391612814
"1784";"Rockingham Lakes";"50705";42,7929562268473
"1785";"Rocklea - Acacia Ridge";"30305";37,8782667839379
"1786";"Roebourne";"51003";45,5252465721236
"1787";"Roebuck";"51001";47,6474847062227
"1788";"Rokeby";"60102";52,2074303679075
"1789";"Roleystone";"50601";45,768841321795
"1790";"Roma";"30701";47,3823055297738
"1791";"Roma Region";"30701";37,1813600768132
"1792";"Romaine - Havenview";"60401";39,9433982149437
"1793";"Romsey";"21002";47,7382122896277
"1794";"Rookwood Cemetery";"12501";44,8354963183014
"1795";"Rooty Hill - Minchinbury";"11603";42,1699992014524
"1796";"Rose Bay - Vaucluse - Watsons Bay";"11801";50,3520090204163
"1797";"Rosebery - Bellamack";"70104";51,2194418275992
"1798";"Rosebud - McCrae";"21402";47,3732032521425
"1799";"Rosedale";"20505";53,2846337520205
"1800";"Roselands";"11902";29,5072194500908
"1801";"Rosemeadow - Glen Alpine";"12302";42,6304367909602
"1802";"Rosewood";"31002";38,9327203316572
"1803";"Ross";"70201";45,6631441908477
"1804";"Rostrevor - Magill";"40104";47,3416338150853
"1805";"Rothwell - Kippa-Ring";"31305";35,6117736264567
"1806";"Rouse Hill - Beaumont Hills";"11504";43,7557225442545
"1807";"Rowville - Central";"21101";34,0456815580698
"1808";"Rowville - North";"21101";28,1884339688517
"1809";"Rowville - South";"21101";31,3832945541983
"1810";"Roxburgh Park - Somerton";"21005";53,293576260379
"1811";"Roxby Downs";"40602";51,7470011157384
"1812";"Royal National Park";"12802";36,6614926643625
"1813";"Royal Park - Hendon - Albert Park";"40401";48,2578884250124
"1814";"Runaway Bay";"30903";51,7085789331915
"1815";"Runcorn";"30306";35,7685998285192
"1816";"Rushworth";"21601";32,8908463544309
"1817";"Russell";"80105";35,3208316969367
"1818";"Rutherglen";"20402";30,0817427438426
"1819";"Ryde";"12602";31,5920287146332
"1820";"Safety Bay - Shoalwater";"50705";50,4774737995565
"1821";"Sale";"20505";56,35
"1822";"Salisbury";"40204";34,9508589963723
"1823";"Salisbury - Nathan";"30304";36,7054566895055
"1824";"Salisbury East";"40204";33,4692778036296
"1825";"Salisbury North";"40204";38,1617689704116
"1826";"Samford Valley";"31401";46,3927461846542
"1827";"Sandgate - Shorncliffe";"30204";45,8100778316889
"1828";"Sandover - Plenty";"70201";42,7282890291791
"1829";"Sandringham - Black Rock";"20801";47,927931205296
"1830";"Sandy Bay";"60105";42,1697309163233
"1831";"Sans Souci - Ramsgate";"11904";33,6765293812241
"1832";"Saratoga - Davistown";"10201";39,1066969730854
"1833";"Sarina";"31202";47,4157308361787
"1834";"Sawtell - Boambee";"10402";41,2855093369238
"1835";"Scarborough";"50502";37,0255379047452
"1836";"Scarborough - Newport - Moreton Island";"31305";27,3644041358963
"1837";"Scone";"10604";40,9273263660593
"1838";"Scone Region";"10604";39,9646816374682
"1839";"Scottsdale - Bridport";"60203";52,8718429457181
"1840";"Scrivener";"80108";49,7336882648833
"1841";"Scullin";"80101";46,3216721288551
"1842";"Seabrook";"21302";40,837921000662
"1843";"Seaford (SA)";"40304";48,977714661764
"1844";"Seaford (Vic.)";"21401";34,5975084160129
"1845";"Seaforth - Calen";"31202";48,2430861002494
"1846";"Seaham - Woodville";"10603";49,308222616307
"1847";"Seaton - Grange";"40401";33,452791691082
"1848";"Seddon - Kingsville";"21303";42,7861407198526
"1849";"Serpentine - Jarrahdale";"50606";51,6770942553084
"1850";"Seven Hills - Toongabbie";"11601";32,887804662025
"1851";"Seventeen Mile Rocks - Sinnamon Park";"30401";28,9950858089006
"1852";"Seville Grove";"50601";29,4983854982723
"1853";"Seymour";"20401";27,4189529681815
"1854";"Seymour Region";"20401";51,1411778258428
"1855";"Shailer Park";"31105";49,6167207460807
"1856";"Sheffield - Railton";"60402";40,0015168239962
"1857";"Sheidow Park - Trott Park";"40302";48,6770974486273
"1858";"Sheldon - Mount Cotton";"30102";37,7551325906402
"1859";"Shellharbour - Flinders";"10703";49,7173203105271
"1860";"Shellharbour - Oak Flats";"10703";52,1201265768712
"1861";"Shepparton - North";"21603";36,6193169532334
"1862";"Shepparton - South";"21603";37,7293277155368
"1863";"Shepparton Region - East";"21603";50,9279329005187
"1864";"Shepparton Region - West";"21603";27,3890405065447
"1865";"Sherwood";"30403";51,8354218075177
"1866";"Shoal Point - Bucasia";"31202";40,0091341874978
"1867";"Shoalwater Bay";"30803";42,6398482752098
"1868";"Shortland - Jesmond";"11103";48,6895065774834
"1869";"Singleton";"10601";49,1902406921079
"1870";"Singleton - Golden Bay - Secret Harbour";"50705";48,3266572607202
"1871";"Singleton Region";"10601";50,0512831446896
"1872";"Sippy Downs";"31601";35,7109992585864
"1873";"Skye - Sandhurst";"21401";37,1789099236016
"1874";"Slacks Creek";"31106";34,9111285799155
"1875";"Slade Point";"31202";49,59840863416
"1876";"Smithfield - Elizabeth North";"40202";33,861907462302
"1877";"Smithfield - Wetherill Park";"12702";30,3191639556407
"1878";"Smithfield Industrial";"12503";47,7940881114369
"1879";"Smithton";"60403";39,3275727291812
"1880";"Smythes Creek";"20101";27,8837231552407
"1881";"Somerset";"60401";28,6568288915417
"1882";"Somerville";"21402";31,0442752248933
"1883";"Sorell - Richmond";"60106";47,4731595140414
"1884";"Sorrento - Marmion";"50501";44,848658811463
"1885";"South Arm";"60102";28,6624738462761
"1886";"South Brisbane";"30501";36,5826183098052
"1887";"South Bunbury - Bunbury";"50102";52,3414004962171
"1888";"South Hedland";"51002";30,2201408691276
"1889";"South Hobart - Fern Tree";"60105";52,94
"1890";"South Hurstville - Blakehurst";"11903";46,0132404108249
"1891";"South Lake - Cockburn Central";"50701";47,3400782930031
"1892";"South Launceston";"60201";32,9097915208751
"1893";"South Mackay";"31202";45,2717764610412
"1894";"South Melbourne";"20605";33,041909797475
"1895";"South Morang (North)";"20904";41,8939375643413
"1896";"South Morang (South)";"20904";45,6115545627356
"1897";"South Perth - Kensington";"50607";28,6914224869831
"1898";"South Townsville - Railway Estate";"31802";41,5817842290461
"1899";"South Trees";"30805";37,0800737931414
"1900";"South West Rocks";"10802";33,2912103657546
"1901";"South Yarra - East";"20606";37,0540649043208
"1902";"South Yarra - West";"20604";31,2522235884151
"1903";"Southbank";"20604";38,8297171459131
"1904";"Southern Downs - East";"30703";50,8430258899059
"1905";"Southern Downs - West";"30703";52,6321751836057
"1906";"Southern Grampians";"21701";29,7660256026839
"1907";"Southern Highlands";"11402";40,3226817383189
"1908";"Southern Midlands";"60301";47,7508207986556
"1909";"Southport - North";"30909";45,0976285469381
"1910";"Southport - South";"30909";33,2904230336779
"1911";"Spearwood";"50701";49,0653325725546
"1912";"Spence";"80101";51,2236770564899
"1913";"Spring Hill";"30501";48,6705250450073
"1914";"Springfield";"31004";31,7455259904607
"1915";"Springfield Lakes";"31004";46,8306384343206
"1916";"Springvale";"21204";39,9100667867944
"1917";"Springvale South";"21204";48,1421809816851
"1918";"Springwood";"31106";39,9676196910346
"1919";"Springwood - Winmalee";"12401";46,6421267077429
"1920";"St Agnes - Ridgehaven";"40205";36,9678680429891
"1921";"St Albans - North";"21301";48,4304612533809
"1922";"St Albans - South";"21301";29,6482260392411
"1923";"St Arnaud";"21501";35,3092362083382
"1924";"St Clair";"12405";45,2904189097373
"1925";"St Georges Basin - Erowal Bay";"11401";45,4793912426234
"1926";"St Helens - Scamander";"60203";50,9318009257596
"1927";"St Ives";"12103";39,5191451821167
"1928";"St Johns Park - Wakeley";"12702";29,7770144901857
"1929";"St Kilda";"20605";39,4871955322416
"1930";"St Kilda East";"20605";27,0688303220111
"1931";"St Leonards - Naremburn";"12101";32,7580935069262
"1932";"St Lucia";"30403";47,6544968075028
"1933";"St Marys - North St Marys";"12405";39,7313051913627
"1934";"St Peters - Marden";"40105";46,2044971980246
"1935";"Stafford";"30202";49,7706831925246
"1936";"Stafford Heights";"30202";35,9637750269778
"1937";"Stanthorpe";"30703";48,7315029839897
"1938";"Stanthorpe Region";"30703";34,1049251557825
"1939";"Stawell";"21501";46,1217216214897
"1940";"Stirling";"80108";43,0307019122135
"1941";"Stirling - Osborne Park";"50502";42,8221608249291
"1942";"Stirling Range National Park";"50901";51,6439975817976
"1943";"Stockton - Fullerton Cove";"11103";44,1193524213132
"1944";"Strathalbyn";"40701";42,4122552189067
"1945";"Strathalbyn Region";"40701";40,2291987930419
"1946";"Strathfield";"12003";34,3037336113405
"1947";"Strathfield South";"12003";46,596280111852
"1948";"Strathfieldsaye";"20201";37,4997345316667
"1949";"Strathmore";"21001";38,6646402249299
"1950";"Strathpine - Brendale";"31403";38,1656716420741
"1951";"Stratton - Jane Brook";"50403";51,0812077639803
"1952";"Stuart Park";"70101";36,9808246399444
"1953";"Subiaco - Shenton Park";"50302";44,0796625238177
"1954";"Success - Hammond Park";"50701";45,4133796659725
"1955";"Summerhill - Prospect";"60201";36,8024585790282
"1956";"Summerland Point - Gwandalan";"10202";47,7727850619033
"1957";"Sunbury";"21004";50,4409872917332
"1958";"Sunbury - South";"21004";41,0942781846901
"1959";"Sunnybank";"30306";33,7932514995734
"1960";"Sunnybank Hills";"30306";41,0232819034636
"1961";"Sunshine";"21301";27,778262109151
"1962";"Sunshine Beach";"31605";37,2917587761262
"1963";"Sunshine North";"21301";44,2407414473952
"1964";"Sunshine West";"21301";48,1402342873897
"1965";"Surfers Paradise";"30910";46,987905269822
"1966";"Surrey Hills (East) - Mont Albert";"20703";31,9774608348468
"1967";"Surrey Hills (West) - Canterbury";"20701";31,4872239299586
"1968";"Surry Hills";"11703";30,7527817532822
"1969";"Sussex Inlet - Berrara";"11401";29,5742816559833
"1970";"Sutherland - Kirrawee";"12802";40,4524033910691
"1971";"Svensson Heights - Norville";"31901";28,5333790221144
"1972";"Swan Hill";"21503";40,3346257614195
"1973";"Swan Hill Region";"21503";44,3103860150596
"1974";"Swan View - Greenmount - Midvale";"50402";50,4715236660472
"1975";"Swanbourne - Mount Claremont";"50301";41,1626443034542
"1976";"Swansea - Caves Beach";"11101";34,3132004480071
"1977";"Sydenham";"21301";38,3018171631781
"1978";"Sydenham - Tempe - St Peters";"11702";46,7310956460889
"1979";"Sydney - Haymarket - The Rocks";"11703";54,69
"1980";"Sydney Airport";"11701";53,9
"1981";"Sylvania - Taren Point";"12801";50,1948001038149
"1982";"Tablelands";"31501";45,3215270241571
"1983";"Taigum - Fitzgibbon";"30204";38,5692171479099
"1984";"Tamborine - Canungra";"30904";37,0799139583495
"1985";"Tamworth - East";"11004";51,0956920553115
"1986";"Tamworth - North";"11004";27,9452778286494
"1987";"Tamworth - West";"11004";33,1215124007707
"1988";"Tamworth Region";"11004";42,5883298770718
"1989";"Tanami";"70201";48,6436593592825
"1990";"Tanunda";"40501";50,618645286839
"1991";"Tapping - Ashby - Sinagra";"50503";47,7120263871663
"1992";"Tara";"30701";51,4947635241836
"1993";"Taree";"10805";28,8748742383095
"1994";"Taree Region";"10805";49,2714390406973
"1995";"Taringa";"30403";28,0606098195124
"1996";"Tarneit";"21305";38,5767952989046
"1997";"Taroona - Bonnet Hill";"60104";37,8734672580352
"1998";"Tarragindi";"30304";41,4110060517907
"1999";"Tatiara";"40702";47,121909476842
"2000";"Taylor";"80104";47,7450721162692
"2001";"Taylors Hill";"21304";42,2823364620336
"2002";"Taylors Lakes";"21301";51,1914360726594
"2003";"Tea Gardens - Hawks Nest";"10603";44,533150371678
"2004";"Telina - Toolooa";"30805";37,680134372152
"2005";"Temora";"11303";32,180822448417
"2006";"Templestowe";"20702";45,9931424490254
"2007";"Templestowe Lower";"20702";29,0527630985265
"2008";"Tennant Creek";"70202";34,6391779829197
"2009";"Tenterfield";"11002";48,2263352253518
"2010";"Terranora - North Tumblegum";"11203";41,9496370855959
"2011";"Terrey Hills - Duffys Forest";"12203";34,2404075693365
"2012";"Terrigal - North Avoca";"10201";35,1433275416559
"2013";"Tewantin";"31605";27,9803467434846
"2014";"Thamarrurr";"70203";39,0006605459846
"2015";"The Basin";"21101";39,9252244720749
"2016";"The Coorong";"40703";50,9375705083478
"2017";"The Entrance";"10202";40,1152040085595
"2018";"The Gap";"30404";51,7895629518484
"2019";"The Hills District";"31401";42,8244484102186
"2020";"The Oaks - Oakdale";"12303";37,847890017562
"2021";"The Parks";"40402";29,853503261468
"2022";"The Range - Allenstown";"30803";37,7099849956202
"2023";"The Vines";"50403";32,8184767342029
"2024";"Theodore";"80107";29,3259039760947
"2025";"Thirroul - Austinmer - Coalcliff";"10704";33,8649793043155
"2026";"Thomastown";"20904";49,1102424967097
"2027";"Thornbury";"20602";33,8264076825851
"2028";"Thorneside";"30101";46,1520749567788
"2029";"Thornlands";"30102";27,9280096148412
"2030";"Thornlie";"50604";39,4139699655551
"2031";"Thornton - Millers Forest";"10602";37,3271270300404
"2032";"Throsby";"80104";49,2595956783913
"2033";"Tinana";"31905";31,7161738139872
"2034";"Tingalpa";"30103";43,4748282792921
"2035";"Tiwi";"70102";30,5038571424845
"2036";"Tiwi Islands";"70203";37,1855804358829
"2037";"Tocumwal - Finley - Jerilderie";"10903";33,2806415979203
"2038";"Tomerong - Wandandian - Woollamia";"11401";46,4682765881186
"2039";"Toodyay";"50902";51,5976492020007
"2040";"Toongabbie - Constitution Hill";"12504";51,4627273718424
"2041";"Toorak";"20606";47,1599667776994
"2042";"Toorak Gardens";"40103";45,7766873913555
"2043";"Toowong";"30504";40,6424741332141
"2044";"Toowoomba - Central";"31701";42,3843415805914
"2045";"Toowoomba - East";"31701";30,4973909870233
"2046";"Toowoomba - West";"31701";46,2006504301233
"2047";"Toronto - Awaba";"11102";50,8610908914501
"2048";"Torquay";"20303";37,170055470128
"2049";"Torquay - Scarness - Kawungan";"31904";45,9053914785651
"2050";"Torrens";"80109";32,8422217709326
"2051";"Torrens Island";"40402";49,9403434095244
"2052";"Torres";"31501";38,7734064607512
"2053";"Torres Strait Islands";"31501";32,7592449938915
"2054";"Toukley - Norah Head";"10202";67,52
"2055";"Townsville - South";"31802";57,4
"2056";"Townsville City - North Ward";"31802";48,9947706306905
"2057";"Towong";"20403";27,8888073268889
"2058";"Trafalgar (Vic.)";"20501";28,1710640962593
"2059";"Trafalgar (WA)";"51103";32,7643130415096
"2060";"Traralgon";"20504";47,5093447622966
"2061";"Trevallyn";"60201";36,4974325617926
"2062";"Triabunna - Bicheno";"60303";46,8059241613491
"2063";"Trigg - North Beach - Watermans Bay";"50502";36,248146955667
"2064";"Trinity Beach - Smithfield";"30601";45,0400237720434
"2065";"Truganina";"21305";47,5747955648659
"2066";"Tuart Hill - Joondanna";"50502";38,4781895615434
"2067";"Tuggerah - Kangy Angy";"10202";33,1257863675315
"2068";"Tuggeranong";"80107";40,8477853427233
"2069";"Tuggeranong - West";"80107";47,19
"2070";"Tullamarine";"21005";37,1179641111457
"2071";"Tully";"30603";27,4742509733285
"2072";"Tumbarumba";"11302";33,5749697062805
"2073";"Tumut";"11302";30,4814761059294
"2074";"Tumut Region";"11302";33,7784432842294
"2075";"Tuncurry";"10801";33,7578673795627
"2076";"Turner";"80105";44,00749030545
"2077";"Turners Beach - Forth";"60402";51,6339181224972
"2078";"Turramurra";"12103";45,7647966245573
"2079";"Tweed Heads";"11203";32,0712783106826
"2080";"Tweed Heads South";"11203";34,2307728065077
"2081";"Two Rocks";"50503";41,1629909704211
"2082";"Ulladulla";"11401";51,3865958158325
"2083";"Ulladulla Region";"11401";35,6212440705633
"2084";"Ulverstone";"60401";30,4488569312122
"2085";"Umina - Booker Bay - Patonga";"10201";42,8909886521274
"2086";"Unanderra - Mount Kembla";"10701";32,5082661845097
"2087";"Underwood";"31106";47,7244733254304
"2088";"Unley - Parkside";"40107";41,2622905862808
"2089";"Upper Caboolture";"31304";30,651531217061
"2090";"Upper Coomera - Willow Vale";"30907";50,6497529088393
"2091";"Upper Kedron - Ferny Grove";"30404";30,8044961268568
"2092";"Upper Mount Gravatt";"30303";44,5765309165187
"2093";"Upper Yarra Valley";"20401";35,4847640462839
"2094";"Upwey - Tecoma";"21105";43,6256899395903
"2095";"Uraidla - Summertown";"40102";40,4957824762049
"2096";"Urangan - Wondunna";"31904";32,5940142994873
"2097";"Urunga";"10402";42,6572030060053
"2098";"Valentine - Eleebana";"11101";43,7439901094325
"2099";"Varsity Lakes";"30908";34,4430547290521
"2100";"Vermont";"21104";30,2094804647312
"2101";"Vermont South";"21104";27,0953742290512
"2102";"Victor Harbor";"40701";35,5932488793367
"2103";"Victoria Park - Lathlain - Burswood";"50602";40,2075869608619
"2104";"Victoria Point";"30102";42,6060592964366
"2105";"Victoria River";"70205";31,2531204418706
"2106";"Viewbank - Yallambie";"20901";45,6066371114667
"2107";"Virginia";"70103";40,090186568238
"2108";"Virginia - Waterloo Corner";"40202";34,97064550234
"2109";"Wacol";"31001";31,3624739520499
"2110";"Wagaman";"70102";32,3319877174979
"2111";"Wagga Wagga - East";"11303";28,6849841079327
"2112";"Wagga Wagga - North";"11303";38,9320297093902
"2113";"Wagga Wagga - South";"11303";30,7005507916311
"2114";"Wagga Wagga - West";"11303";36,1737236505591
"2115";"Wagga Wagga Region";"11303";42,59
"2116";"Wagin";"50903";35,9846308986001
"2117";"Wahroonga (East) - Warrawee";"12103";43,9247574482813
"2118";"Waikerie";"40703";44,9951212403749
"2119";"Waikiki";"50705";28,9921151455976
"2120";"Waitara - Wahroonga (West)";"12102";51,3063678852767
"2121";"Wakefield - Barunga West";"40502";38,7411005967385
"2122";"Wakerley";"30103";28,1485121946645
"2123";"Walcha";"11001";28,6277172518326
"2124";"Walgett - Lightning Ridge";"10501";46,4546084860021
"2125";"Walkerston - Eton";"31202";43,4598476200956
"2126";"Walkervale - Avenell Heights";"31901";32,3790398039313
"2127";"Walkerville";"40106";38,5070921101952
"2128";"Wallan";"20904";49,9802118556771
"2129";"Wallaroo";"40504";31,9247884457033
"2130";"Wallsend - Elermore Vale";"11103";50,2318314348026
"2131";"Walyunga National Park";"50403";45,6313597995181
"2132";"Wamberal - Forresters Beach";"10201";30,9965275986921
"2133";"Wambo";"30702";40,6332606122721
"2134";"Wamuran";"31302";28,5441113979655
"2135";"Wandin - Seville";"21105";30,7809921189422
"2136";"Wangaratta";"20402";41,5874217443876
"2137";"Wangaratta Region";"20402";33,2129316990382
"2138";"Wangi Wangi - Rathmines";"11102";38,2575380869228
"2139";"Wanguri";"70102";27,5864408479036
"2140";"Wanneroo";"50503";33,8609441768743
"2141";"Wanniassa";"80107";46,9329305218401
"2142";"Wantirna";"21101";34,278417499789
"2143";"Wantirna South";"21101";46,0513157145273
"2144";"Waramanga";"80108";43,070546837144
"2145";"Waratah";"60403";44,4594646791262
"2146";"Waratah - North Lambton";"11103";31,2109052811349
"2147";"Warilla";"10703";47,9702840074157
"2148";"Warnbro";"50705";40,0870884537309
"2149";"Warners Bay - Boolaroo";"11101";30,1784586507597
"2150";"Warnervale - Wadalba";"10202";49,4055670847021
"2151";"Waroona";"50102";34,5433720968238
"2152";"Warradale";"40302";50,5041832273364
"2153";"Warragamba - Silverdale";"12403";39,9359620629355
"2154";"Warragul";"20501";50,2946396665505
"2155";"Warrandyte - Wonga Park";"21102";28,0788758301522
"2156";"Warriewood - Mona Vale";"12202";35,7141835794186
"2157";"Warrnambool - North";"21704";42,9132425383489
"2158";"Warrnambool - South";"21704";40,7176343619341
"2159";"Warwick";"30703";44,0465247180128
"2160";"Warwick Farm";"12703";30,1961310506325
"2161";"Waterford West";"31105";46,5868957073614
"2162";"Waterloo - Beaconsfield";"11703";27,0457178016483
"2163";"Watson";"80105";34,5618632308601
"2164";"Watsonia";"20901";54,71
"2165";"Wattle Glen - Diamond Creek";"20903";38,3575479049142
"2166";"Wattle Range";"40702";27,5529604171646
"2167";"Wauchope";"10804";41,9220766779383
"2168";"Wavell Heights";"30202";27,7831247302018
"2169";"Waverley - St Leonards";"60201";32,1908242499406
"2170";"Weddell";"70103";49,5418251625749
"2171";"Weetangera";"80101";38,0311958933226
"2172";"Weipa";"31501";27,4996788885031
"2173";"Wellington";"10503";47,9780341938898
"2174";"Wellington Point";"30101";34,7893708262922
"2175";"Welshpool";"50603";30,420918004052
"2176";"Wembley - West Leederville - Glendalough";"50302";41,975356497819
"2177";"Wembley Downs - Churchlands - Woodlands";"50502";46,0355469154531
"2178";"Wendouree - Miners Rest";"20101";50,3302797203404
"2179";"Wentworth-Balranald Region";"10902";37,3820979943621
"2180";"Wentworth - Buronga";"10902";29,1248667417418
"2181";"Wentworth Falls";"12401";30,229098414107
"2182";"Wentworthville - Westmead";"12504";48,0546767012127
"2183";"Werribee - East";"21305";44,48969231717
"2184";"Werribee - South";"21305";36,4025502344921
"2185";"Werribee - West";"21305";50,986748817309
"2186";"West Arnhem";"70203";39,4390041957212
"2187";"West Beach";"40403";29,3655635416538
"2188";"West Belconnen";"80101";41,2181216544969
"2189";"West Coast (SA)";"40601";35,0194356737407
"2190";"West Coast (Tas.)";"60403";40,402722466998
"2191";"West End";"30501";49,990157117247
"2192";"West Footscray - Tottenham";"21303";28,6836378589816
"2193";"West Gladstone";"30805";32,7190431167404
"2194";"West Hobart";"60105";36,6795505144915
"2195";"West Hoxton - Middleton Grange";"12701";38,3366546058334
"2196";"West Lakes";"40401";44,4379130211543
"2197";"West Launceston";"60201";47,5438646231751
"2198";"West Mackay";"31202";33,5842234754885
"2199";"West Melbourne";"20604";48,4432122695535
"2200";"West Moonah";"60103";50,3899318568319
"2201";"West Pennant Hills";"11501";39,7657471188185
"2202";"West Ryde - Meadowbank";"12602";46,2359881501705
